word,lemma,pos,freq
kutsal,kutsal,Adj,12652
cumhurbaşkanı,cumhurbaşkanı,Noun,12649
me,Me,Noun,12647
altına,alt,Noun,12623
yerini,yer,Noun,12609
mm,Mm,Noun,12531
yeri,yer,Noun,12529
görevi,görev,Noun,12505
grupları,grup,Noun,12498
canlı,canlı,Adv,12475
yoktur,yok,Verb,12474
dışı,dış,Noun,12470
sistem,sistem,Noun,12412
din,dinmek,Verb,12399
records,Records,Noun,12389
britanya,Britanya,Noun,12385
edilmektedir,etmek,Verb,12374
st,St,Noun,12357
yoğun,yoğun,Adj,12326
aranan,aranmak,Adj,12326
kullanarak,kullanmak,Adv,12295
grand,Grand,Noun,12280
aktif,aktif,Adj,12274
örnek,örnek,Adj,12253
kilisesi,kilise,Noun,12246
kendisini,kendi,Pron,12236
gösteren,göstermek,Adj,12230
programı,program,Noun,12225
press,Press,Noun,12205
angeles,Angeles,Noun,12202
yayımlanan,yayımlamak,Adj,12194
eyaleti,eyalet,Noun,12189
sosyalist,sosyalist,Noun,12171
çoğunlukla,çoğunlukla,Adv,12151
kültürel,kültürel,Adj,12146
norveç,Norveç,Noun,12122
belçika,Belçika,Noun,12119
from,From,Noun,12087
milliyetçi,milliyet,Noun,12077
üretim,üretim,Noun,12077
kayıtlarında,kayıt,Noun,12076
kent,kent,Noun,12075
eşi,eş,Noun,12072
yoluyla,yoluyla,Adv,12058
ileri,ileri,Adj,12054
asker,asker,Adj,12051
doğan,doğmak,Adj,12046
dini,dinî,Adj,12044
hatta,hatta,Conj,12037
üniversite,üniversite,Noun,12033
richard,Richard,Noun,12028
top,top,Adv,12022
meksika,Meksika,Noun,12018
yazdı,yazmak,Verb,12010
yapmak,yapmak,Noun,12007
taşıyan,taşımak,Adj,12001
bölümünde,bölüm,Noun,11993
polis,polis,Noun,11988
ödül,ödül,Noun,11985
my,My,Noun,11983
etmeye,etmek,Verb,11975
dışişleri,dışiş,Noun,11956
arkadaşı,arkadaş,Noun,11949
thomas,Thomas,Noun,11931
hakları,hak,Noun,11929
takımyıldızı,takımyıldız,Noun,11925
kişilik,kişilik,Adj,11917
hak,hak,Adj,11913
finalde,final,Noun,11896
oynanan,oynamak,Adj,11857
ticari,ticarî,Adj,11849
etkisi,etki,Noun,11848
ortalama,ortalama,Adj,11841
sağ,sağ,Adj,11838
tarım,tar,Noun,11828
chp,Chp,Noun,11799
adaylık,aday,Noun,11781
kazanmıştır,kazanmak,Verb,11732
yardımcısı,yardımcı,Noun,11718
halinde,hal,Noun,11698
ekonomi,ekonomi,Noun,11691
neredeyse,neredeyse,Adv,11689
hasan,hasa,Noun,11684
adında,ad,Noun,11674
konseyi,konsey,Noun,11648
model,model,Noun,11609
birlik,birlik,Adj,11608
sivil,sivil,Adj,11607
meclis,Meclis,Noun,11598
diye,diye,Postp,11573
microsoft,Microsoft,Noun,11550
alındı,alınmak,Verb,11543
united,United,Noun,11536
köyü,Kö,Noun,11521
sırasıyla,sırasıyla,Adv,11520
süren,sürmek,Adj,11473
açıkladı,açıklamak,Verb,11460
şarkıcıları,şarkı,Noun,11458
trabzon,Trabzon,Noun,11457
forvet,forvet,Noun,11445
kamu,kamu,Adj,11411
maddeleri,madde,Noun,11383
fiziksel,fizik,Adj,11363
toprak,toprak,Adj,11352
can,can,Adj,11345
silahlı,silâh,Adj,11340
koruma,kor,Noun,11337
ak,ak,Adj,11332
kurulmuş,kurmak,Adj,11305
veri,veri,Noun,11297
birimleri,birim,Noun,11290
etkili,etki,Adj,11290
üniversitesinde,üniversite,Noun,11288
filmde,film,Noun,11275
hayatını,hayat,Noun,11262
şampiyonu,şampiyon,Noun,11262
haber,haber,Noun,11259
aslında,aslında,Adv,11258
notlar,notlamak,Verb,11251
sınırları,sınır,Noun,11238
açısından,açı,Noun,11234
göz,göz,Noun,11232
onları,o,Pron,11225
ilçesinde,ilçe,Noun,11216
örümcek,örümcek,Noun,11215
giriş,girişmek,Verb,11214
çocuğu,çocuk,Noun,11199
hüseyin,Hüseyin,Noun,11175
göç,göçmek,Verb,11170
sağlar,sağlamak,Verb,11170
county,County,Noun,11167
çizgi,çizgi,Noun,11166
şehirdir,şehir,Verb,11166
kraliyet,kraliyet,Noun,11151
muharebesi,muharebe,Noun,11137
gösterir,göstermek,Verb,11132
atatürk,Atatürk,Noun,11086
hakkı,Hakk,Noun,11062
çıkmıştır,çıkmak,Verb,11040
madalyalı,madalya,Adj,11038
star,star,Noun,11030
gelmiştir,gelmek,Verb,11027
kullanılmaktadır,kullanmak,Verb,11006
demir,demir,Adj,10997
galaksidir,galâksi,Verb,10991
yu,yumak,Verb,10963
dolayısıyla,dolayısıyla,Adv,10943
bulgaristan,Bulgaristan,Noun,10941
henry,Henry,Noun,10938
sanatçıları,sanat,Noun,10906
yılındaki,yıl,Adj,10903
nün,nü,Noun,10896
işgal,işgal,Noun,10870
dikkat,dikkat,Interj,10860
man,Man,Noun,10840
kullanılmıştır,kullanmak,Verb,10826
başta,başta,Adv,10816
yeşil,yeşil,Adj,10811
albümün,albüm,Noun,10810
beşinci,beşinci,Num,10802
yapılar,yapı,Noun,10799
bundan,bu,Pron,10793
alınan,alınmak,Adj,10785
hala,hâlâ,Adv,10785
lisans,lisans,Noun,10781
bölgesel,bölgesel,Adj,10764
geçirdi,geçirmek,Verb,10747
osman,Osma,Noun,10724
adana,ada,Noun,10721
şehrinde,şehir,Noun,10719
verilmiştir,vermek,Verb,10711
hint,Hint,Noun,10704
şarkıcılar,şarkı,Noun,10677
şair,şair,Adj,10677
des,Des,Noun,10670
cinstir,cins,Verb,10664
terk,terk,Noun,10663
ülkeler,ülke,Noun,10648
sekiz,sekiz,Num,10637
oynadığı,oynamak,Adj,10636
org,org,Noun,10635
all,All,Noun,10624
fransızca,Fransızca,Adj,10614
one,One,Noun,10604
olaylar,olay,Noun,10588
üye,üye,Adj,10576
güreş,güreşmek,Verb,10576
dönemin,Döne,Noun,10575
günlük,günlük,Adj,10575
bilgiler,bilgi,Noun,10568
milli,millî,Adj,10568
seri,seri,Adv,10560
sanatçısı,sanat,Noun,10558
danimarka,Danimarka,Noun,10555
çağ,çağmak,Verb,10553
kökenli,köken,Adj,10530
günümüz,gün,Noun,10514
gitti,gitmek,Verb,10508
sayımına,sayım,Noun,10493
aşk,aşk,Noun,10492
gizli,gizli,Adv,10482
gücü,güç,Noun,10481
ilçesi,ilçe,Noun,10460
taşımaktadır,taşımak,Verb,10457
sayılı,sayılı,Adj,10457
attı,atmak,Verb,10451
it,itmek,Verb,10450
ölümünden,ölüm,Noun,10448
play,Play,Noun,10446
adası,ada,Noun,10442
okul,okul,Noun,10441
üretilen,üretmek,Adj,10427
adaları,ada,Noun,10423
kentinde,kent,Noun,10420
orada,ora,Noun,10414
sağlayan,sağlamak,Adj,10402
kitapları,Kitap,Noun,10392
bulunmuştur,bulunmak,Verb,10391
geçici,geçici,Adj,10388
takımına,takım,Noun,10379
dur,durmak,Verb,10360
rolü,rol,Noun,10355
şirketler,şirket,Noun,10353
derece,derece,Adv,10350
doktor,doktor,Noun,10339
etmiş,etmek,Adj,10327
ülkede,ülke,Noun,10311
yıllar,yıllamak,Verb,10300
insanları,insan,Noun,10289
dergisi,dergi,Noun,10287
serisi,Seri,Noun,10286
nba,Nba,Noun,10264
ara,ara,Adj,10258
vokal,vokal,Adj,10255
yayınladı,yayınlamak,Verb,10252
çevre,çevre,Noun,10239
yapmaktadır,yapmak,Verb,10234
takımın,tak,Noun,10233
black,Black,Noun,10230
kullanımı,kullanım,Noun,10212
giren,girmek,Adj,10208
çıkar,çıkmak,Verb,10199
bot,bot,Noun,10195
kurgusal,kurgu,Adj,10167
içindeki,iç,Adj,10155
başlarında,baş,Noun,10154
yüzden,yüz,Noun,10141
bazıları,bazı,Pron,10137
martin,Marti,Noun,10132
olmadığı,olmak,Adj,10131
bölgesine,bölge,Noun,10113
tamamladı,tamamlamak,Verb,10098
araç,Araç,Noun,10092
gelmektedir,gelmek,Verb,10080
aşırı,aşırı,Adj,10080
ila,ilâ,Conj,10077
mevcuttur,mevcut,Verb,10068
çalışmalar,çalışmak,Noun,10066
şiir,şiir,Noun,10062
motor,motor,Noun,10059
sonuç,sonuç,Noun,10057
defans,defans,Noun,10048
sınıf,sınıf,Noun,10046
yapımcısı,yapım,Noun,10046
atandı,atamak,Verb,10036
siyaset,Siyaset,Noun,10014
erzurum,Erzurum,Noun,10001
yan,yan,Adv,9995
is,is,Noun,9992
tahmin,tahmin,Noun,9987
bronz,bronz,Adj,9986
federasyonu,federasyon,Noun,9983
aracılığıyla,aracılığıyla,Adv,9977
ışık,Işık,Noun,9977
elektronik,elektronik,Adj,9967
yapım,yapı,Noun,9963
iline,il,Noun,9959
sanayi,sanayi,Noun,9950
silah,silâh,Noun,9950
çapında,çap,Noun,9948
lideri,lider,Noun,9942
iv,ivmek,Verb,9942
eleme,elemek,Verb,9931
kim,kim,Conj,9927
bilimler,bilim,Noun,9923
görevini,görev,Noun,9916
şirketleri,şirket,Noun,9915
fark,fark,Noun,9907
yaşadığı,yaşamak,Adj,9905
görülür,görmek,Verb,9904
profili,profil,Noun,9904
araya,aramak,Verb,9899
tour,Tour,Noun,9898
sarı,sarı,Adj,9895
yazılan,yazmak,Adj,9891
antalya,Antalya,Noun,9883
kızıl,kızıl,Adj,9878
voleybol,voleybol,Noun,9858
hanedanı,hanedan,Noun,9857
katılım,katılım,Noun,9856
ateş,ateş,Noun,9851
nazi,Nazi,Noun,9850
etnik,etnik,Adj,9849
yapısı,yapı,Noun,9848
topluluğu,topluluk,Noun,9840
hitler,hit,Noun,9840
del,delmek,Verb,9830
önceleri,önceleri,Adv,9828
demokrat,demokrat,Adj,9827
ilinde,il,Noun,9825
karakter,karakter,Noun,9823
kan,kanmak,Verb,9819
dijital,dijital,Adj,9815
inç,inç,Noun,9814
vermiştir,vermek,Verb,9806
belli,belli,Adj,9793
ziyaret,ziyaret,Noun,9786
müdürlüğü,müdür,Noun,9781
tercih,tercih,Noun,9768
akademi,akademi,Noun,9763
ayrıldı,ayrılmak,Verb,9760
çıkış,çıkışmak,Verb,9754
teslim,teslim,Interj,9750
açtı,açmak,Verb,9749
lee,Lee,Noun,9741
başbakan,başbakan,Noun,9737
hareketi,hareket,Noun,9727
medya,medya,Noun,9718
metin,metîn,Adj,9713
site,sit,Noun,9711
mavi,mavi,Adj,9706
eser,esmek,Verb,9697
şampiyonlar,şampiyon,Noun,9697
oluşumlar,oluşum,Noun,9664
takımında,takım,Noun,9663
yönetmeni,yönetmen,Noun,9649
süleyman,Süleyman,Noun,9642
gençlik,genç,Noun,9622
amacı,amaç,Noun,9622
sırbistan,Sırbistan,Noun,9615
sorumlu,sorumlu,Adj,9611
içine,iç,Noun,9608
gördü,görmek,Verb,9604
dramatik,dramatik,Adj,9601
adamı,ada,Noun,9594
katolik,Katolik,Noun,9590
louis,Louis,Noun,9586
almak,almak,Noun,9583
madde,Mad,Noun,9579
yasa,yasmak,Verb,9577
yerde,yer,Noun,9575
değer,değmek,Verb,9573
teknoloji,teknoloji,Noun,9564
anne,Anne,Noun,9554
milletler,millet,Noun,9554
washington,Washington,Noun,9546
taş,taş,Adj,9532
aydın,aydın,Adj,9523
kendine,kendi,Pron,9515
romanya,Romanya,Noun,9508
babasının,baba,Noun,9502
parça,parça,Noun,9490
brezilyalı,Brezilyalı,Noun,9486
basketbolcuları,basketbol,Noun,9478
camii,camii,Noun,9476
kararı,karar,Noun,9474
sonradan,sonradan,Adv,9462
başarı,Başar,Noun,9448
olduğuna,olmak,Noun,9447
uygulama,uygulamak,Verb,9443
hayat,hayat,Noun,9431
ermenistan,Ermenistan,Noun,9413
opera,opera,Noun,9401
denir,demek,Verb,9395
şampiyonluğu,şampiyon,Noun,9395
göstermektedir,göstermek,Verb,9384
konya,Konya,Noun,9379
yellow,Yellow,Noun,9376
isim,is,Noun,9374
efendi,efendi,Interj,9374
komisyonu,komisyon,Noun,9371
böyle,böyle,Adv,9369
sk,Sk,Noun,9368
söyler,söylemek,Verb,9361
çaplı,çap,Adj,9359
başlangıçta,başlangıç,Noun,9357
kilise,Kilis,Noun,9345
almanca,Almanca,Adj,9342
olma,olmak,Verb,9338
uçak,uçak,Noun,9317
kaynaklar,kaynaklamak,Verb,9316
american,America,Noun,9315
pozisyonunda,pozisyon,Noun,9311
gürcü,Gürcü,Noun,9307
insanların,insan,Noun,9306
evli,evli,Adj,9300
kış,kış,Adv,9296
henüz,henüz,Adv,9291
music,Music,Noun,9291
durumda,durum,Noun,9289
sonuçları,sonuç,Noun,9284
yükseldi,yükselmek,Verb,9282
die,Die,Noun,9281
gerekli,gerekli,Adj,9275
ödüller,ödül,Noun,9269
ilgi,ilgi,Noun,9263
listesinde,liste,Noun,9262
zengin,zengin,Adj,9259
olay,olay,Noun,9251
kaybetti,kaybetmek,Verb,9249
cinsel,cinsel,Adj,9247
kesin,kesin,Adv,9223
edilmesi,etmek,Noun,9218
olmadığını,olmak,Noun,9204
saldırı,saldırı,Noun,9193
plan,plan,Noun,9188
sınır,sınır,Noun,9181
sivas,Sivas,Noun,9177
başarıları,başarı,Noun,9167
oluşturan,oluşmak,Adj,9164
ulaşım,Ulaş,Noun,9157
şarkının,şark,Noun,9147
arjantin,arjantin,Noun,9128
amatör,amatör,Adj,9121
dans,dans,Noun,9103
karakterler,karakter,Noun,9083
national,National,Noun,9081
arapça,Arapça,Adj,9080
keşfedilmiştir,keşfetmek,Verb,9059
muhtemelen,muhtemelen,Adv,9055
takımının,takım,Noun,9023
köyler,köy,Noun,9020
ertesi,ertesi,Adj,9017
finlandiya,Finlandiya,Noun,9008
üretimi,üretim,Noun,9000
tedavi,tedavi,Noun,8988
etme,etmek,Verb,8987
sebebiyle,sebebiyle,Adv,8985
kuzeyinde,kuzey,Noun,8981
denizi,de,Noun,8978
alanda,ala,Noun,8956
kullanan,kullanmak,Adj,8931
aziz,aziz,Adj,8916
demiryolu,demiryolu,Noun,8914
ölmüştür,ölmek,Verb,8909
joseph,Joseph,Noun,8907
yere,yermek,Verb,8906
karadeniz,Karadeniz,Noun,8905
ilişkin,ilişkin,Postp,8905
buz,buz,Adj,8904
yüzölçümü,yüzölçümü,Noun,8901
off,Off,Noun,8883
uzak,uzak,Adj,8879
bilinmektedir,bilmek,Verb,8875
turu,tur,Noun,8867
sağlamak,sağlamak,Noun,8866
antlaşması,antlaşma,Noun,8866
ilişkileri,ilişki,Noun,8864
nü,nü,Adj,8863
kayıt,kayıtmak,Verb,8859
yayımlandı,yayımlamak,Verb,8857
hafif,hafif,Adj,8851
standart,standart,Adj,8845
gölü,göl,Noun,8840
life,lif,Noun,8826
filminde,film,Noun,8818
yazılım,yazılı,Noun,8799
kardeş,kardeş,Interj,8793
yavaş,yavaş,Adv,8777
kaynağı,kaynak,Noun,8775
sözleşme,sözleşmek,Verb,8772
baba,baba,Adj,8765
karşılık,karşılık,Noun,8755
dakika,dakika,Adv,8755
genelde,genelde,Adv,8750
erdoğan,Erdoğan,Noun,8736
baskı,Bask,Noun,8734
havalimanı,havalimanı,Noun,8732
show,Show,Noun,8720
astronom,astronom,Noun,8717
öğrenci,öğrenci,Noun,8716
tasarım,tasar,Noun,8705
kazananlar,kazanmak,Noun,8703
kupa,kupa,Adj,8694
art,art,Adj,8692
almış,almak,Adj,8687
don,donmak,Verb,8680
federal,federal,Adj,8677
kalp,kalp,Adj,8663
sırp,Sırp,Noun,8655
insanı,İnsa,Noun,8653
belirtti,belirtmek,Verb,8651
yüz,yüz,Num,8643
nobel,Nobel,Noun,8635
toplamda,toplam,Noun,8633
yılda,yıl,Noun,8632
gazete,gazete,Noun,8630
fatih,fatih,Adj,8630
nüfusunun,nüfus,Noun,8625
oluşmaktadır,oluşmak,Verb,8622
yayınlar,yayınlamak,Verb,8609
cup,Cup,Noun,8609
çalışmaya,çalışmak,Verb,8607
mehmed,Mehmed,Noun,8601
arada,ara,Noun,8600
mezarlığı,mezar,Noun,8594
fizik,fizik,Noun,8585
komutanı,komuta,Noun,8572
international,İnternational,Noun,8560
kimyasal,kimyasal,Adj,8557
koreli,Korel,Noun,8543
cd,Cd,Noun,8529
komitesi,komite,Noun,8516
ciddi,ciddi,Adj,8514
politik,politik,Adj,8511
biraz,biraz,Adv,8506
biçimde,biçim,Noun,8504
geçer,geçer,Adj,8504
kurucu,kurmak,Adj,8500
evlendi,evlenmek,Verb,8498
onların,o,Pron,8497
not,not,Noun,8495
yapımcı,yapım,Noun,8482
katılan,katılmak,Adj,8467
ceza,ceza,Noun,8465
gelebilir,gelmek,Verb,8462
mümkün,mümkün,Adj,8459
nükleer,nükleer,Adj,8431
özerk,özerk,Adj,8422
yapmaya,yapmak,Verb,8422
küresel,küresel,Adj,8422
performans,performans,Noun,8421
samsun,samsun,Noun,8409
sahipliği,sahip,Noun,8408
kanal,kanal,Noun,8405
aksine,aksine,Adv,8403
ada,adamak,Verb,8401
tokyo,tokyo,Noun,8401
kulübünde,kulüp,Noun,8393
turizm,turizm,Noun,8390
madrid,Madrid,Noun,8387
venedik,Venedik,Noun,8379
görülen,görmek,Adj,8372
olduğundan,olmak,Noun,8371
oluşturur,oluşmak,Verb,8368
birden,birden,Adv,8367
vakfı,vakıf,Noun,8361
bölgenin,bölge,Noun,8355
tarihsel,tarih,Adj,8351
sonlarında,son,Noun,8343
adlandırılan,adlanmak,Adj,8335
toplum,toplum,Noun,8335
rusça,Rusça,Adj,8334
kanadalı,Kanada,Adj,8329
sebep,sebep,Noun,8327
çek,çekmek,Verb,8319
takımlar,takım,Noun,8309
ahmed,Ahmed,Noun,8307
sayfası,sayfa,Noun,8302
murat,murat,Noun,8294
live,Live,Noun,8283
önünde,ön,Noun,8280
tane,tane,Noun,8273
ortadan,orta,Noun,8268
halkın,halk,Noun,8265
etmesi,etmek,Noun,8260
toplumsal,toplum,Adj,8215
sağladı,sağlamak,Verb,8199
büyükşehir,büyükşehir,Noun,8193
latin,Latin,Noun,8190
eseri,eser,Noun,8182
smith,Smith,Noun,8180
ettiler,etmek,Verb,8170
ed,etmek,Verb,8164
getirildi,getirmek,Verb,8157
parish,Parish,Noun,8151
kalmıştır,kalmak,Verb,8147
kale,Kale,Noun,8144
kurumu,kur,Noun,8143
ikisi,iki,Noun,8131
history,History,Noun,8130
asıl,asıl,Adj,8129
finale,final,Noun,8112
gazeteci,gazete,Noun,8108
sistemleri,sistem,Noun,8104
basit,basit,Adj,8100
parishler,Parish,Noun,8099
yunanca,Yunanca,Adj,8096
aşağı,aşağı,Adj,8093
türleri,tür,Noun,8089
başlıca,başlıca,Adj,8087
bunlardan,bu,Pron,8084
viyana,viya,Noun,8083
şöyle,şöyle,Adv,8074
giden,gitmek,Adj,8067
güneyinde,Güney,Noun,8065
sabit,sabit,Adj,8060
başkanları,başkan,Noun,8050
kapsamında,Kapsam,Noun,8036
yazı,yaz,Noun,8030
dalında,dal,Noun,8028
macar,Macar,Noun,8025
west,West,Noun,8022
belgesel,belgesel,Adj,8006
özgün,özgün,Adj,8005
drama,dram,Noun,7998
kurtuluş,kurtulmak,Noun,7996
maçına,maç,Noun,7989
billboard,billboard,Noun,7985
dokuz,dokuz,Num,7982
google,Google,Noun,7976
arnavutluk,Arnavutluk,Noun,7974
vb,Vb,Noun,7973
direktör,direktör,Noun,7969
özgür,özgür,Adj,7966
mahallesi,mahalle,Noun,7963
geçiş,geçişmek,Verb,7962
diyarbakır,Diyarbakır,Noun,7958
emekli,emekli,Adj,7954
projesi,proje,Noun,7946
düzenli,düzenli,Adj,7944
gereken,gerekmek,Adj,7940
günümüze,gün,Noun,7924
akademik,akademik,Adj,7921
birleşmiş,birleşmek,Adj,7911
çekilmiş,çekilmek,Adj,7907
kırım,kır,Noun,7905
kariyer,kariyer,Noun,7904
king,King,Noun,7897
ömer,Ömer,Noun,7897
yılmaz,yılmaz,Adj,7896
les,Les,Noun,7896
soğuk,soğuk,Adj,7877
takımları,takım,Noun,7876
gaz,gaz,Noun,7871
anime,anime,Noun,7871
kalesi,Kale,Noun,7868
piyade,piyade,Noun,7865
gemi,ge,Noun,7863
time,ti,Noun,7862
zamanlar,zamanlamak,Verb,7860
kontluğunda,kont,Noun,7859
giderek,giderek,Adv,7851
rolünde,rol,Noun,7850
test,test,Noun,7846
petrol,petrol,Noun,7843
sert,sert,Adv,7838
premier,Premier,Noun,7837
katalog,katalog,Noun,7829
seçimlerinde,seçim,Noun,7824
dağı,dağ,Noun,7821
matematik,matematik,Adj,7813
yandan,yan,Noun,7799
solo,solo,Noun,7789
club,Club,Noun,7788
numaralı,numara,Adj,7784
gösterdi,göstermek,Verb,7779
çağdaş,çağdaş,Adj,7763
getirdi,getirmek,Verb,7762
önde,ön,Noun,7761
halkı,halk,Noun,7756
net,net,Adj,7756
milyar,milyar,Num,7747
dünyada,dünyada,Adv,7746
seçilmiştir,seçilmek,Verb,7739
kullanıldı,kullanmak,Verb,7731
yüzünden,yüzünden,Adv,7726
zor,zor,Adv,7723
mi,mi,Ques,7718
yurt,Yurt,Noun,7714
nu,Nu,Noun,7713
edward,Edward,Noun,7702
mühendisliği,mühendis,Noun,7698
ulaştı,ulaşmak,Verb,7697
oyunun,oy,Noun,7685
entertainment,Entertainment,Noun,7678
hızla,hızla,Adv,7677
örgütü,örgüt,Noun,7677
faaliyet,faaliyet,Noun,7676
alternatif,alternatif,Adj,7674
cilt,cilt,Noun,7672
renk,renk,Noun,7670
gökyüzünde,gökyüzü,Noun,7663
anlamlara,anlam,Noun,7661
sezonun,sezon,Noun,7652
chicago,Chicago,Noun,7652
kulüpleri,Kulüp,Noun,7651
programları,program,Noun,7651
nedeni,neden,Noun,7648
jack,Jack,Noun,7645
altındaki,alt,Adj,7636
real,Real,Noun,7636
kaya,kaymak,Verb,7636
oluştuğu,oluşmak,Adj,7611
içi,iç,Noun,7608
sıcak,sıcak,Adj,7606
eserler,esmek,Verb,7604
önceden,önceden,Adv,7598
program,program,Noun,7598
dağ,dağ,Noun,7596
noktası,nokta,Noun,7590
sefer,sefer,Noun,7587
değişik,değişik,Adj,7585
etki,etkimek,Verb,7584
eyalet,eyalet,Noun,7584
tahta,tahta,Adj,7577
gruplar,gruplamak,Verb,7567
karşın,karşın,Postp,7567
cumhurbaşkanlığı,cumhurbaşkanlığı,Noun,7566
savaşları,savaş,Noun,7558
savaşın,savaş,Noun,7557
doğa,doğmak,Verb,7551
geçmiş,geçmiş,Adj,7540
hattı,hat,Noun,7536
frank,frank,Noun,7526
geliştirilen,geliştirmek,Adj,7521
geç,geç,Adj,7510
kurucusu,kurmak,Noun,7509
proje,proje,Noun,7502
özelliği,özellik,Noun,7498
mhp,Mhp,Noun,7496
coğrafi,coğrafi,Adj,7489
gerçekleştirilen,gerçek,Adj,7486
bosna,Bosna,Noun,7477
mersin,Mers,Noun,7467
jackson,Jackson,Noun,7467
listeleri,liste,Noun,7461
katı,katı,Adj,7458
çalışır,çalışmak,Verb,7453
çanakkale,Çanakkale,Noun,7453
bas,basmak,Verb,7425
birbirine,birbiri,Pron,7422
ailesinin,aile,Noun,7421
kuş,kuş,Noun,7419
yönetmenliğini,yönetmen,Noun,7413
kimya,kimya,Noun,7411
felsefe,felsefe,Noun,7409
dizinin,diz,Noun,7393
halka,halka,Adj,7391
şimdi,şimdi,Adv,7388
animasyon,animasyon,Noun,7387
giydi,giymek,Verb,7381
kullanılabilir,kullanmak,Verb,7376
verilir,vermek,Verb,7375
çekildi,çekilmek,Verb,7374
kullanılarak,kullanmak,Adv,7370
yaşındayken,yaş,Adv,7367
devletler,devlet,Noun,7364
gerektiğini,gerekmek,Noun,7349
özellikler,özellik,Noun,7348
nişanı,Nişan,Noun,7343
teleskopla,teleskop,Noun,7317
amerikalılar,Amerika,Verb,7315
sürdü,sürmek,Verb,7309
aralarında,ara,Noun,7299
ss,Ss,Noun,7286
hayatta,hayat,Noun,7284
ressam,ressam,Noun,7281
sınıfı,sınıf,Noun,7270
otomobil,otomobil,Noun,7261
oynayan,oynamak,Adj,7260
ms,ms,Noun,7256
yemek,yemek,Noun,7250
anavatan,anavatan,Noun,7242
benzeri,benzeri,Adj,7224
yaşar,yaşamak,Verb,7219
size,siz,Pron,7214
bölgeye,bölge,Noun,7212
başardı,başarmak,Verb,7211
taşındı,taşınmak,Verb,7202
bulgar,Bulgar,Noun,7195
maria,Maria,Noun,7187
sarayı,Sara,Noun,7186
birlikleri,Birlik,Noun,7180
kürt,Kürt,Noun,7169
parkı,park,Noun,7169
kazakistan,Kazakistan,Noun,7167
civarında,civar,Noun,7166
modeli,model,Noun,7165
valisi,vali,Noun,7159
müzisyen,müzisyen,Noun,7151
kapalı,kapalı,Adj,7146
versiyonu,versiyon,Noun,7146
ödülünü,ödül,Noun,7136
dilleri,dil,Noun,7132
dağları,dağ,Noun,7131
zarar,zarar,Noun,7129
teorisi,teori,Noun,7123
seçilen,seçilmek,Adj,7120
stadyumu,stadyum,Noun,7112
young,Young,Noun,7111
mağlup,mağlup,Adj,7110
uss,Uss,Noun,7107
geliştirme,geliştirmek,Verb,7102
siyasal,siyasal,Adj,7095
idam,idam,Noun,7093
itibarı,itibar,Noun,7088
prix,Prix,Noun,7087
makedonya,Makedonya,Noun,7084
gazetesi,gazete,Noun,7081
und,Und,Noun,7080
iletişim,iletişim,Noun,7074
birisi,biri,Pron,7071
devrimi,devir,Noun,7066
üyeliği,üye,Noun,7064
trt,Trt,Noun,7058
bugünkü,bugün,Adj,7056
aksiyon,aksiyon,Noun,7055
yanlış,yanlış,Adj,7052
big,Big,Noun,7044
football,Football,Noun,7044
çeyrek,çeyrek,Adj,7043
olmadan,olmak,Adv,7036
gösterildi,göstermek,Verb,7029
ediyor,etmek,Verb,7026
duyurdu,duyurmak,Verb,7025
aracı,aracı,Adj,7025
apple,Apple,Noun,7025
mahkemesi,mahkeme,Noun,7024
renkli,renk,Adj,7024
gören,görmek,Adj,7023
derin,derin,Adj,7023
tom,Tom,Noun,7021
katıldığı,katılmak,Adj,7018
kayseri,kayser,Noun,7012
bankası,Banka,Noun,7012
galeri,galeri,Noun,7009
çocukları,çocuk,Noun,6995
girmiştir,girmek,Verb,6985
dna,dna,Noun,6982
do,do,Noun,6972
mark,mark,Noun,6970
edilebilir,etmek,Verb,6961
olumlu,olumlu,Adj,6960
konser,konser,Noun,6959
tipik,tipik,Adj,6957
millet,millet,Noun,6956
eşit,eşit,Adj,6955
belediyeleri,belediye,Noun,6952
kişidir,kişi,Verb,6946
anayasa,anayasa,Noun,6941
yazılmış,yazmak,Adj,6938
up,Up,Noun,6937
maçları,maç,Noun,6933
albümler,albüm,Noun,6926
çalışması,çalışmak,Noun,6919
alma,almak,Verb,6915
sarmal,sarmal,Adj,6915
sene,se,Noun,6912
çıkardı,çıkarmak,Verb,6907
korku,korku,Noun,6902
geçmiştir,geçmek,Verb,6898
konuyla,konu,Noun,6898
kendisinin,kendi,Pron,6896
hollandalı,Hollânda,Adj,6896
yaşadı,yaşamak,Verb,6882
abdullah,Abdullah,Noun,6875
sonuna,son,Noun,6869
dizisinde,dizi,Noun,6869
şah,şah,Adj,6867
ikili,iki,Adj,6865
desteği,destek,Noun,6862
mary,Mary,Noun,6862
başkanlık,başkan,Noun,6855
kullanım,kullanım,Noun,6853
başbakanı,başbakan,Noun,6852
teşvik,teşvik,Noun,6848
besteci,beste,Noun,6848
etap,Etap,Noun,6847
kudüs,Kudüs,Noun,6835
gerçekleşen,gerçek,Adj,6832
ince,ince,Adj,6824
dalga,Dalga,Noun,6822
sonu,son,Noun,6821
istifa,istifa,Noun,6819
sezonda,sezon,Noun,6816
litvanya,Litvanya,Noun,6808
başarısız,başarı,Adj,6803
kanalı,kanmak,Adv,6801
imzaladı,imzalamak,Verb,6795
